summonerName,overallScore,totalGamesPlayed
From Despair,65.39726672,2
Texas,42.67007661,12
DinDinDin,39.98329994,2
SEAMANSPRAYER,14.71503221,2
YeYeZhou,94.62554001,1
DontonOne,14.31646133,2
bzzb night,53.82644249,5
Sand Architect,60.79285065,8
sry jg gap,72.71239029,2
lullaby baby,93.78748422,2
Indian Import,43.38011724,8
Mina Thy,26.84334475,1
Neglect,74.1807148,4
ShunShine,56.08772014,1
Lyo Dog,67.26310586,3
Nai Zí,46.24815086,1
ZàiShì ZhenLóng,27.98369775,2
Meurtrier,46.2856662,2
ttv goge69,58.24482206,10
Lovely Aries,50.62234932,7
relax bud,76.95384697,3
Kevin Aug,29.46541794,6
iQQ1035716423,41.91625357,3
Taiden11,52.27414428,2
peanutbutter23,30.676159,2
Arbez,44.49497654,7
48 percent,42.42084919,1
YeetYuh,61.69457145,11
Samishiii,24.20554235,4
soft kens,46.17252737,8
Businessman47,61.46386538,1
Greyzalx,17.88419796,3
ClarinetKim38,68.00899082,7
thegreenapril,127.1584074,2
goyohan,62.25913341,7
Briy3,46.40837093,1
plz go next,21.50457112,2
RIFTKING lv16,11.94735065,1
Spam and Bryce,28.16509377,8
Jiunti1,102.6002158,2
clonesheep3,75.27200538,4
mld feiker,47.51179883,12
CIarce,39.40598296,7
bu yao wan adc,42.93172602,9
lose is learn,13.19238486,2
RoBBats,59.60490755,1
Dumahl,39.29536949,5
smlzˇ,48.80294531,12
aDread,49.64748293,9
bigidiot69,65.63728561,7
hanjaro student,68.44556318,3
FORFUNACCOUNT1,53.0769913,2
NoMorePartysInNA,42.95377312,1
monkaSHAKEE,42.20855641,5
KZENTI,47.19253809,6
Oshawatt,95.34961501,5
mason mid,28.77866794,5
back to chosim ,21.45687709,1
Kingicepoop,63.54250057,53
Nogueira,56.60841577,3
7777777gg,41.95270013,2
dylsxeia,38.62870318,2
pedo adjacent ad,80.74436021,3
Sumredder,2.377970016,1
CHRISTOPHERSMITH,98.71263644,7
R O A M G 0 D,60.90638109,7
adc9,44.07185352,8
DEMONOFGUN3202,52.59194309,5
Hikair,68.93152343,3
Webstar,55.20492348,3
BOOGEYMAN SHACO,47.98858574,5
Wormilbowfly,17.39609922,2
v Yäo v,35.34391499,8
nidepengyouu,53.20888515,6
KOBY5,49.86661496,6
BÌue,37.26923739,5
swagapino,71.34779866,6
ASPOGOD99,41.54193667,1
afrokid7,44.1915885,1
Power,38.46567285,8
Vares,48.24618066,2
El Gran Royaum7,53.78740805,3
SnowStørm,35.48883817,3
Caynze,63.52359323,9
Sander1,44.7400273,3
ExtremePersonsBF,17.42505043,2
2020Blows,38.6261318,2
PandaSean,45.15076683,2
A Tempest,32.12054698,2
prestogreen ,60.46131792,2
XDDD,75.306885,3
PuppyLeroyJr,60.97333938,1
ItsLeemo,43.09883619,1
jae12345,57.17560608,12
i am chanman,55.68210754,5
Stz CxT,27.31267103,1
Faatorix,42.70094581,1
ADC SH1T R0L3,52.98968167,5
Azrael G,21.18500799,1
Big Game B0B,35.63378474,4
Pinky Vow,22.54220036,1
FANOSAN,30.68296231,1
ssri abuser,81.19876743,1
Dogsandcats,52.32645816,5
Rixi2,26.9542814,2
Asexual,46.9141507,6
Kaasian,16.26908203,1
CXNLD,37.0403549,3
xApple,67.77478505,1
Bellini Houdini,40.29116468,1
That Damn Wizard,36.28959018,1
Chadtrick,27.99688319,1
Shisue,26.15328857,3
DemonicBug,51.8815638,3
Mr Jtdb,31.14708233,2
ASIA KING,10.68159908,1
i cant,7.480527366,1
Miss the Moon ,21.15166546,1
Majør,27.17334835,2
Distortion World,100.0399006,1
super metroid gf,71.75667657,1
sIow life ,68.38091547,8
Rensui,25.50169627,2
Vice Typhon,26.07686217,2
JabaTheHat,10.34159051,1
PowerPuffChamp,11.69949353,1
Cawen,71.51902353,1
WinMyLP DieUrMom,56.29474507,1
7025,48.96321106,1
Shadow Evelynn,35.20792804,2
jBtYmMarshall,67.45365918,3
G N A H K 1,99.50028633,2
Suicidally,16.19046153,1
Puppęh,54.02141047,7
Afrochi,43.81510283,5
meiD epraC,106.8587764,2
who is dodo,22.13841664,1
Timewilltellll,15.26066567,2
SirBabyBoomer,20.16317215,1
memph,28.73373085,1
Sir Noah the Gr8,50.79561225,2
Amender,39.29736132,1
llIIIIIlllllllll,37.65350186,1
Autocorrect,33.20556862,2
RANK 1 ONLY ,38.45390058,1
bFJay,60.56985484,1
bunny destroyer,68.02697479,1
Yung Beat,95.5172447,1
DarkestMage,48.31673277,4
waterstorm,21.85733405,2
Hi Am DK,61.09768344,7
Th3 H K1ng ,175.7535714,1
rainflow,106.6457604,2
WSDDS,100.4258336,1
Drgnl CN,62.65415393,4
Wh1teTz,6.217496744,1
Game Too Free,16.52211097,2
Yeremy,30.573505,1
Gritty,38.31500363,2
Paprikás Krumpli,23.28653904,1
Busan NuNu,26.21945959,2
muki muki,34.18312804,2
Raysuu,104.5363438,1
Thorngrim,69.78833054,5
uKwUBess,91.55165099,1
Flyer666,141.2425861,1
Its a Weetard,69.15556665,1
Ring 0,48.54410019,4
Jintae,5.431612106,1
ArJay,52.46566682,8
Zhengzhou,38.24394947,3
me pana,56.4591496,1
BuYaòAiWo,107.2442902,1
Divine Fury,15.12780201,1
Arhara,24.41020696,2
AngryMailman,62.63930735,3
Beaky,15.07837927,2
T Sammer,52.18618863,4
Fairygirl Yuna,84.77495095,2
Dime,34.49514831,7
ElricArmand,9.038397905,1
SuperChimp,62.29509168,4
Mofffat,36.61862292,1
Linom,28.79091719,1
YOSHlMlTSU,18.14368991,1
Jungle Guerrilla,111.7610814,1
wasted potential,58.23880508,2
Scarlet Drake,134.4842258,1
 The Last Eck,60.045518,2
zeds shuriken,68.25752544,1
Red Ling Jin,52.76524188,2
GuMMyBeArMoChi,71.65585248,1
coint,35.91100058,3
markdothejig,32.8200375,1
IngridjVaVaR,48.54667262,1
NIGHTCRAWLERR,38.94136741,1
Taimo kun,49.226674,2
Magesno,36.51616902,1
Sacramore,40.99196433,4
ke ài nan hai,107.9104189,1
Azzinothlol,33.35785195,4
armor039,57.42201788,9
Aeternix,3.398459011,1
Doomicorn520,43.93609575,2
OOZYMANGOS,16.69089249,1
Tóp lane Hokage,84.99598006,1
Plat Players Suc,50.82025182,5
ScuzzyBunny,39.61787331,1
God In Training,50.77055562,1
Narwhal533,72.55809546,2
storminghail735,126.5111059,1
THE AER0,70.24910224,1
Call your name,75.78654885,2
l K17 l,57.12718933,3
Unknown Emp,81.15882322,2
deepbreath,110.1106932,1
UR My Babyyyy,75.55979024,1
Klavier Gavin,60.90430992,1
Hii im High,73.2555291,1
wigglewiggleman,41.96599975,5
Liddex,42.96226375,4
Dumper Wide,28.8570335,1
Mistigen,40.36506048,13
Frenbagcon,23.92759399,1
Lulu For Sonia,14.67470238,1
Surrènder,23.58789795,1
ZeeRoyalz,12.58247935,1
BossRyan2,104.5494747,1
mr pbh,58.35261729,1
Fidix,85.47681554,1
Raimus,68.16987764,1
Chels,45.84676668,1
FurstOfAll,51.32929157,1
ELO TYVEN,22.80167054,1
ELO TJUVEN,25.87806041,1
CanadianDeadEye,103.2979618,1
ƒrieza,69.42777977,2
Luxeøn,66.87030099,1
ImHanta,53.41502631,1
ChàoticFear,37.54651651,3
Sayunie,43.83781757,1
Young Driver,4.966361767,1
Im a Moose eh,13.48359175,1
Spidee,9.187500474,2
cptbtptpbcptdtp,7.829597447,1
Lémonade,68.6285476,1
Wii Shop Channel,81.64008554,1
Bánh Flan,66.31546166,1
Big Bad Ben,32.25127522,1
Bakarino,57.04861564,1
Zed is Lord,39.86983929,1
Ðúctopía,18.62926026,1
Matinooooo,23.08674599,1
voüsmevoyez,14.88194262,1
FlNN,18.59233103,1
Véngéance,5.157835516,1
SinglePure,8.999895696,2
EDG l Deft,11.84974008,1
Yavanna,77.50225497,1
My Catˇ,73.27794224,1
Wh1t3eZz,96.72167974,1
Moon Dumpling,54.63913994,2
Destinn,82.06318458,1
ClutchReligion,83.78616244,1
the warrriorr,45.28466905,1
DUDAD2,30.76743949,1
T3rroriser,72.01066799,3
SexMonsterr,56.7789509,2
Chimmy,52.37704289,2
Predated,76.82344016,1
Messiah,165.5402951,1
SpacexJesus,107.4018892,2
Romacker,71.86997536,1
Quack24249,54.2465788,1
SeamusCG,40.4404279,1
skullheadsol,34.340254,1
lollity,18.20746677,1
Wowjers,29.47167692,1
1 2 oatmeal,49.11224301,1
Linh,96.62966064,1
Pippep,55.67139174,1
lowkeyy,44.15690597,1
Scaréy,52.83975155,1
Midgapper123,49.78683375,1
Morfiend,104.6721192,1
Kabukimono,85.12635559,3
ni hao mei le 7,93.56636981,1
ElFlacoo,33.4056578,3
Fang Over Fang,106.264129,1
Orphic,67.53488095,1
Honor Lux,78.10217984,1
Baehwa,10.0739871,1
CooForSand,14.51521584,1
hi im joeknyght,12.13724582,1
 Glzs ,31.60349686,1
bzzbgg,6.170773388,1
Liquid Dario,10.72294353,1
KaBae,12.49525276,1
yAFranklin,6.656039052,1
typit,13.28689117,1
DGLAfeto,81.43016546,1
Apeprimean,93.01130915,1
God Died,122.9098078,1
SkarnerOTP,96.19832237,1
bannou,108.746118,1
Bedroom Ape,79.7062347,1
an0nime,29.6032258,1
lantern pk,36.13268213,1
Little Horse NA,42.10402772,2
Auto meyoumumdie,21.08881749,1
Ezreal Bot 7,37.46299128,1
PeWangSek,10.92710342,1
Byrdery,14.11272639,1
Her Autist,6.731140582,1
Egirls stink,7.289550266,1
Lord Farsomin,37.99154187,1
ROWDY GO BOT,73.64639198,1
Age AP,49.26959619,1
yHkJeAudrey,71.40754147,1
Mk345,8.830071117,1
deyvien,6.452101101,1
netnavi,6.410620581,1
Chonjin,4.841881031,1
Frexbox,23.94779644,1
Zander29,26.04207724,1
 IlIIllllIIlllll,34.36817599,1
Kilulu,32.49919748,2
LKFUSB,52.58309467,1
Iizdrood,86.71596672,1
Baby Youngblood,47.24782969,1
ˇˇThe Shyˇˇ,17.71098566,1
Vincentc33,31.83044958,1
I go wong wei,51.7568471,1
Avogato,38.67248455,1
RICHARD EO,69.52220914,1
BiuBiuoSuperBoy,59.70096637,1
TheLittleAux,76.3450189,1
Exotic Xer,92.40596727,1
Beefus IV ,37.72478777,1
TheSillyZucchini,13.18641271,1
Carls,13.29479735,1
GreenHulk2000,18.14513413,1
Sir Despicable,10.68238493,1
Momz Spaghetti,65.30129026,1
Diablito713,132.2006984,1
taah,58.17471194,1
BjP,18.06534004,1
Jun Chey,16.03005507,1
Haha Kha,10.52529895,1
MNVW,18.15339781,1
Azteclobo,29.50469131,1
Årchøn,57.87689091,1
liuk its pee,86.23390524,1
Dreamteezy,107.7733113,1
RichieTheGov,13.27905508,1
DEENO CHEENO,10.05249748,1
Apröx,6.851425766,1
elpikachu310,1.978223345,1
TheBumBean,8.620739777,1
Knee to Balls,42.6269576,2
Revealedd,20.76001668,1
Spykid810,24.12473751,1
hotnas,34.73539242,2
You Meant,30.20374741,1
Dr Turd Burglar,59.19451685,4
M1Ö,57.09428403,134
Youre a Coward ,50.69414232,16
chrizdashiz,56.36122237,46
WhalingOrgasm,88.16287721,1
The Real Dobby,63.92389053,1
Boi Asian,82.24089287,1
zeDoktah,119.7564775,1
KLABOMM,263.6628892,1
Diva,59.01393274,7
King of Virgins,60.31684555,124
ImJLo,33.84402776,1
Moxen,49.84168215,1
CursedOcean,40.99084443,2
ImTu,85.95461692,2
mitch80blue,35.46511527,2
SryAllmb,82.35686386,1
JackeyLovê,102.5315731,1
LORD MASTER BABA,49.35231448,1
Marlb0ro,142.4263489,1
tawaim,63.00930572,25
lts         Dark,60.97646824,1
Pineal Gland,49.78766769,1
Reloadz,69.48525967,1
TWEAKING,56.40204774,1
mtI,49.2070374,1
Bannka,32.82086394,1
Galio King,13.17042135,1
AO         7,15.91453795,1
Hzw,8.565578306,1
HPW Qinghuan,15.69237157,2
Tiear,33.87776737,1
melee range adc,50.7141627,2
Crucıfıx,37.88630132,1
JMLJ,45.55958648,1
KillJoy226,55.76951977,1
þyne,70.19797854,1
Android 0,57.3083355,9
fishemulsion,39.40410578,1
Cheenus ,45.91731425,1
Nïgger,99.69012482,1
ThePieCrusader,30.7395408,4
OFF THE ROPES,53.00063082,9
ssokaa,12.22402823,1
Ayceu,13.01480057,1
saltstickss,13.03339206,1
Brandon lngram,13.79990806,1
WYAAAN,14.23774129,1
Arthur McDoogal,61.98623539,46
Nul Nul Slayer,75.05777997,1
TNH Izanami,48.4608575,1
TuckyThicc,145.06914,1
TNH Gun,140.8243109,1
j0b1n3,63.19606414,1
WildFoxx,7.278828114,1
DeusDoggo,10.55304385,1
Zelphair,10.08015316,1
GrandParadox,9.682722045,1
Kaptain Kuddles,11.45538245,1
BOBOBOB,74.10414275,1
adc carry supp,83.25080535,2
QingFeng Bot,65.51609352,1
A Big LSP ,88.53286592,2
Indig0,81.55800625,8
Gái Nhåt Ðó,79.15966379,3
Marina,77.63669678,3
AbneruF,141.7411482,1
Cornfield,94.63885657,1
Burningfield,56.76231584,1
Baechufield,70.48642661,1
IMikI,15.31724545,1
StarshadePM,26.3484093,1
Durza,29.44208101,1
Jhintrovert,32.95760982,1
BIGthump9,32.63437195,1
AkiraSpeedRacer,80.38227998,1
STENZELL99,108.2763154,1
Trappy Reformed,133.7337425,1
Acais,125.4703612,1
UncleTrunkles,81.1713912,1
enis,17.55550892,1
yanr,37.55235592,1
Aarc,29.445172,1
Javontavious,22.2607717,1
 Gas Ðealer,14.29295749,1
watwilson,47.32937706,35
vFirePat,106.7442156,2
SpikyBuffalo,68.1106257,3
40 inch tuna,96.989832,1
Persian Queen,52.24120225,1
RazorLeaf,70.72339677,1
Solosatan,47.32204173,1
Tonus,57.46611477,1
Red Hot Draven,110.650674,1
aleete,42.71821889,1
Netero ZeroNoTe,75.95633097,2
Flyete,34.86349192,1
ZeBest1ever,69.33345509,1
Dariisu,52.66272374,1
AVERSEKILL,43.52983224,1
SirEtsoticoDr,67.33814306,1
aqueef,110.891702,2
Ashtro,55.43420443,2
Assassin Kenway,55.75732132,1
Defance,67.39739254,3
SCV,87.38821597,1
Emoplugged,39.96721803,1
IUIC Royal,20.15675852,1
TeemoBaby,15.32162427,1
yongkai,31.21848358,1
big jugs,81.36822029,1
Kenno,93.74508297,1
Zaigok,98.90249513,1
p1ankk,151.9585914,1
King Brendy,60.35866174,1
TrîdentTrue,61.89771998,1
mlocky,45.91317755,1
snagchu,61.58559367,9
The Real M03,21.38861239,1
MOOMOOMAN,15.2106222,1
Shwonglee,15.55725361,1
Bertito,27.20177304,1
Wildline,24.27518286,2
FiveTwenty,80.51055072,1
Yodude2000,126.541692,1
naA07I,66.56233981,3
19801009,31.09425435,1
2021LYAA02,46.56437201,1
richard4056,76.80311982,6
Just Senpai,44.12145806,2
Joker was me,20.97945611,1
MeowMeowo,13.40504549,1
Ningbo LaoWú,17.39961887,1
Wo Ai Ni Skadi,15.08955117,1
L1quor,8.373180053,1
nerif,69.07625835,2
HotSweatyLads,78.71922588,2
Blackvemon,51.8108817,2
IHaveDownSyndra,84.21605171,1
Nïnja,23.31765487,2
The Fox God,42.4227854,1
AuKingIV,55.49625166,1
dee dee husband,69.01404323,1
39silas,40.63097613,1
Lonnie,26.42802895,1
ªss,33.84187166,1
Hexagon,42.50259023,1
NarberShop,64.44210241,12
Zed Faker,95.5591532,1
mmmmmmmmnmmmmmmm,46.26625473,1
martix post,69.77876186,1
The1Solo,56.31543806,1
Hide on Jupiter,97.38086318,1
KingDink,62.86511807,24
Son Nguyener,58.68178872,1
hiddenmaster89,81.72732757,1
Zypęx,64.32096125,1
0ffset,66.66523911,1
vik4,92.19259508,1
is chen,42.50425776,1
Huan X1 ShaoYe,31.07400036,1
ˆˇˆ,48.79560076,1
º Vaynee º,80.41234923,1
Huan X1,56.87449716,1
Penkura,47.36978126,6
SocialLoafing AD,135.524715,1
QQ Tahp,64.09236343,1
a young support,66.17353524,1
Lifewizardsrock,95.84313468,1
Go camille Go,78.08073067,1
LostPoro,98.81060071,1
MidGuyEli,96.52123668,1
Kappa 8,163.7697462,1
Fishfarts,79.24236549,1
TankOfLobsters,51.50375897,1
Winded Pie,71.80069931,11
Riot Ray Yonggi,43.71544852,7
God of Apes,45.80775677,5
FallinDit,52.65003105,32
Qián,76.5071549,2
Powerpot,84.62312098,2
IshaBoyBenK,59.93954925,2
Mayv,95.93481129,2
D1O Dream,108.6206228,1
lCarl,83.51049519,1
Polarisˇ,65.43730873,1
IdkHowToPlayADC,46.71463834,1
TRT ŚHÏTMÅKĘR,52.70514458,1
TRT GØDMÃKÊR,90.09622057,1
Gmesh,18.92169898,1
eJoey,9.24053994,1
Challenged Jinx,12.35609266,1
boy clit,33.15190262,1
Hockey71,9.652661585,1
Koukin,39.48877719,1
Incertitude,25.45574585,3
Mani,20.98340336,3
hungx92,23.88237171,2
Frøppy,19.35728181,3
MoXiGeRen,31.6243305,6
hïtlèr sân,13.61344337,1
Step ßrother,13.86576041,1
Juliw,8.434148305,1
Ventrilled,13.81178917,1
reKindled,37.96096046,1
Kao Senpai ,63.54191884,4
Secsanity,57.11012384,15
Førtier 69,13.92040239,1
Hi im depression,72.97755495,3
LouKs,48.80945795,5
Dyslexic Support,22.55308621,1
victo290,11.76300602,1
H0ly 0ne,68.19526093,1
Genera1 Ken0bi,74.44024787,1
hamncheeseoh,63.77271062,1
RandomInkling,155.7375483,1
Teaflin,73.09147955,1
Phantom Titty,42.19800519,1
Purple Piggy,51.43582744,1
Squiggle,66.18791429,1
ziyu,61.71758587,1
TURBO SMURFER,80.14953459,1
Ohzma,80.20878654,4
Aurø,54.2589247,3
midigi,77.7928608,1
TheDarko,90.24017251,17
snowconess,37.48171196,1
New1Gold,40.99348861,2
steak addict,49.06146101,2
CS CARE 00,19.98613458,1
Rain0513,84.72570355,2
Hydrogen Braum,44.7169553,1
Âvery,20.88966543,1
BumpOnALogan,28.04171413,1
As before rumble,93.54406645,2
MenacingMoss,61.03310848,1
Carlsz,31.60525614,4
PigletRisotto,40.26437832,4
Aboodi,53.33405972,3
colorwolf6,31.33031215,1
Zenyike,23.04599223,1
SugarCaneGuan,18.58714804,1
wanthumiliateme,21.17867324,2
G  ni  tai  mei,22.97284821,1
How U Like Thát,59.89983274,2
NuNu 686,66.23147686,1
HiRaiJin,21.5121995,1
Qpo1Ko,15.39884505,1
Antiquis,33.00144689,1
Hosing,146.4425375,1
She Wants Da Yi,60.13959347,2
BrakeForSnakes,58.0524812,1
SimpingOnYourMom,59.81924775,1
Malasha,106.2345172,1
Seiun,83.33378711,2
CCAV1,62.04035321,1
Daddddddy,72.02864848,1
Szybiggod,87.94752144,2
Mac nipple,75.23608104,1
FatBeanMan,186.5118885,2
Darkphare,60.75405971,4
McRìb,37.09649517,6
Kysonyo,6.556384118,1
RESET RANKED,13.53898908,1
LordBootyPhucker,2.870876032,1
Xin tài yóu xì,92.48092711,1
W T FOliver,106.320059,1
SusuHardCarrY,95.6013516,1
1uke98,88.30432425,1
Coaltergeist GS,57.12465332,3
long may,60.03220156,1
Never2ganktop,33.16031699,1
YOUBF,27.99094408,1
Noah Sangh,28.81769475,1
ChicagoSewerRAT,20.77957848,1
RageControl,43.30529323,1
Dunkłe,83.77250055,1
HYŽER,69.28427145,1
diarrhoea,120.7334427,1
C3P0,96.105634,1
popo bane,91.13202174,1
wyf,52.06012129,1
Mido Yumo,41.4920297,1
Nessıe,50.26867267,1
PingSpam,80.28013792,1
JeremyLG,53.87126529,1
Skimskaf,92.5363406,1
2second,80.3972042,1
Laughing Gòr,93.33908337,1
Rancid Chaos,139.0808272,1
Grim Samurai,87.27443819,1
Captain Gameplay,72.30174745,2
r0ygbiv,78.10745555,1
Thunderkitty,91.42257289,1
Phreak,128.9716403,1
Choi In Seok H,63.1933911,2
perfecthay,92.75949397,1
Lionkkk,76.19100406,1
Rywx Max,72.88692814,1
Smïling,74.70203969,1
J Splash,80.23584171,1
Kapoof,41.06233757,2
Yboarin,36.11358648,2
Cleƒairy,108.1532131,1
Tsukagi,54.64211466,2
Âncient,21.50100468,1
apple117,39.48954783,2
Hwuahh,11.35561899,1
bardfec uwu,6.396897579,1
Yutai876,29.84601166,1
Sunny PiGG,64.80766108,1
ranmo7,79.62942228,1
ERICWFYYY,83.72233726,1
UZIbieku,83.47765108,1
Miku Ohashii,159.9031009,1
Lebanasty,97.54445253,1
SkyM0onz,52.04290261,1
hi im karim,74.69210205,1
Reformed Liem,79.49525517,1
Okkk,51.49283039,1
PairOfAce,36.42690013,1
The Sneaky ,35.11959358,1
ItsMarc,22.09539526,1
Bonks,28.3074394,1
liepeople,45.77188501,1
Step Bro Cole,148.8284057,1
Step Bro Blake,58.99188699,1
NoSchmucksGiven,78.86427893,1
Bergcleave,153.1725857,1
Capt Nacho,61.3513073,1
Revised Bean,19.84302834,1
TheRedComet,22.18061871,1
Nobuu,18.8590668,1
Croryuzen,26.26700455,1
Nakita,30.33679717,1
S8 CNMLGB,40.10431523,1
Careless but,16.4658167,1
zihan,19.01327819,1
NniSwagGer,31.03982466,1
976,12.79185429,1
Carrîe,35.9614796,1
Skein,44.15259133,1
Rickster1616,60.94495942,1
Shâmrock,27.67613953,1
Marinx,48.96410921,1
Roastsavage,60.56385219,1
Juanà la Loca,72.35269117,1
YuMiÀ,60.57543828,1
Nirvana Slay,164.6359094,1
1day,39.92746445,1
YoungPhung,62.26175037,1
Dr Busta Nut,112.8915989,1
Sprinkle,63.76256881,2
Petorium,35.33911171,2
gery beast 123,99.73964318,1
X I2,61.64433859,2
YaopoMua,94.75714957,1
LetMeFeedPlss,71.99585067,1
YoloZippo,75.73533898,1
13zandy001,58.0586845,3
goösebumps,67.74057132,2
XXXST,67.79322499,2
furaffinity,96.42575686,1
BlissfulTortoise,55.89233825,1
Indecrestent,93.93099528,1
Reazon,41.32119792,1
blue maui,88.85970768,1
Conscious,48.30642312,1
Young Glock,49.74100375,1
Hutch MD,36.51260456,1
Magic Girl CXK,76.32959858,1
FBIWarning13,68.60897165,1
RNG Lełme,61.86595184,1
OG Lyon,40.57670434,1
Brinner,68.29120535,1
crash290,80.94483762,1
JAWertheim,33.54837603,1
Badlandz,44.56339788,1
VinnyManz,42.09860751,1
Aísha,54.90455825,1
Brzinski,54.79241436,1
The Prestiged,82.56171866,1
O Mother Hen,60.79867246,1
Literal Pepe,48.52305414,1
Asian Slayer 420,94.64699794,1
Azarielle,55.9185003,1
GameBoy CoIor,7.417386574,1
Xaivteev,5.986339528,1
Your Canary,40.80182215,1
MoonSWDG,21.07946339,2
LOVE ZOEY 3000,11.49109565,1
BABILBO BABBINS,53.83498081,2
ınstınct,107.6541087,2
MCN Lost,59.8148077,2
Qraze,45.49137007,2
Play To Play,139.1777115,2
Eclipzes,60.57035393,2
Pleymaker,93.49472884,3
Revenant,25.60821551,1
Shockade,43.90570815,1
Avengous,80.08515802,1
Krystic,41.58680282,1
Whambulance,37.90257371,1
Per Se Ona,34.83146766,1
Llengrath,59.83519379,1
Going Mid or ADC,21.64749127,1
nsknightfury,17.55320147,2
Retinent,4.221138707,1
instantly killed,12.39603812,1
warchicken,21.29484582,1
deIete zoe,4.694029398,1
Relegate,107.8047108,3
Greymizt,76.87879024,1
TrashhCan,96.69339427,1
felEsper,128.1471746,1
Luon,108.4787842,1
NotEvenPanda,82.29402057,1
KingBeastly1,92.83473378,1
wreckthetitan,83.45936072,1
sunshineonurface,53.72871621,1
TS9 Rhyno,42.77921603,1
jurrbs,20.44419723,1
KazuyaFutsuo,30.67065793,1
chaolun,27.60014312,1
Jungo,51.53100087,1
Stay Real,79.86710944,1
KULO Yuki,61.56912538,1
SuliX,93.5166178,1
GoodNight Soraka,36.13908191,1
Waibibabo,63.36102429,1
PuffinPatroller,48.04647125,1
Get Right,93.95933305,1
Venru,65.61697508,1
Horm,57.61900531,1
ethnn,141.7917979,1
Hamm3r99,30.72699192,1
Gentle Gerg,30.49955929,1
Wolfy,25.41806161,1
Cary,19.3294689,1
AshWild,41.99348512,1
Meme Factory,55.36416318,1
SngularityThoery,32.81994827,1
Lucky Hyena,66.24732885,1
Seugrof,51.15749982,1
90,88.10971431,1
vvww,115.5075571,1
ZlGGU,79.95424049,1
filipinoasianboy,58.10218235,6
Matt Plays Kat,74.67530147,1
Fokko the Furry,75.11903828,2
Marksman Drogon,167.0293746,1
NK Hardstuck LUL,54.68732321,41
Chiurro,30.05785733,1
Necessarius,44.81864115,1
TOPH BElFONG,43.52283473,2
Bipples,54.01210027,1
TakingAction,88.86203021,1
mumei,77.28019403,1
Numba1Gunna,128.1443493,1
NA Chocobo,68.25556454,1
Minatozaki Sana,86.91888596,1
BARD BARD B4RD,53.95747572,1
Thây Giáo 3,59.74812151,3
100 Duong Da,61.75264439,1
Nha Newyen,78.8815244,3
TaiyakiTaiyaki,39.05150291,1
Large Milk Tea,43.73125386,1
neliyay,12.70105782,1
iluvcheeze,33.94001683,1
Jˆ2,34.22698058,2
Lú Luôn Trieu êi,60.76807555,1
DG Arctic,59.48149456,1
Ezhno,103.0476301,1
Mardig,127.1627349,1
KGODK,38.43332647,1
Esmond,74.11241902,1
Gayfinder Temple,30.07175639,1
LunarEffect,27.83051472,1
Canoftin,54.18069505,1
Laulun,98.48720739,1
doG deZ,79.31187288,2
TE Energy,62.88183957,1
Zenwind X,75.90917917,1
Oroga,98.72628325,1
AllThatnDimSum,63.71017591,1
heyitsJX,113.3090028,1
1ovecamil1e,58.73426416,1
loycechan,47.92907805,1
Yuikko,47.08832752,1
CoralkC,10.92513485,1
dKCedric,20.16651646,1
midnobluegg,67.37136969,3
Zøeyyyyy,67.32885117,4
ShatteredWaves,111.7643038,1
Justin Riven ,65.26403972,2
IloveEruas,84.4694356,1
Fanatiik,58.77037351,18
Bokerstan,62.30449489,1
7CáiHáng,23.63719412,1
MeatRocket08,34.63662403,7
5 Guns 0 Brains,84.53939245,2
DeviniXu,66.40871023,1
1618,92.93638168,2
burn to ash,26.86822854,1
hctitS,39.42062122,1
For Toto,21.88810582,1
petri,48.85175347,1
Ssam moo,33.19398332,1
weaslbee,48.88290912,2
Yin Yang Yo,31.64443906,1
skrrt v2,122.8318636,1
Loliff,57.20459903,1
lkoo,61.59189542,1
Ikoo,68.00820302,1
1k00,62.91249615,1
ShaSha Queen,82.16190038,1
KING OF FIGHTER ,61.01590968,1
beimeidiyikeng,144.1350378,1
999 Forevèr,85.32393824,4
999 Scary,64.19741497,2
rachlyn,40.20155545,7
Oneiric Diary,35.54672253,2
inváder,49.50697212,2
Cookiiiie,11.47021113,1
S0YG,8.176275379,1
Endymioñ,26.6648381,2
TaroBobo MilkTea,22.60047313,1
bjqqiaoqiao,15.72728489,1
Taiyakie,28.04701024,1
TutuTheBunny,22.20745296,1
SpacemanSplif,37.85078711,1
Common Projects,132.9995679,1
Pack a Day,74.63223958,1
big floppy,46.7274685,1
quiz23,51.78568589,1
zai j1an,168.7312528,1
DurianEternal,71.61194713,1
ni  ha0,126.069574,1
Chillhi,108.7826803,1
du1 bu qi,75.09968813,1
Gööd Night ,81.53797996,4
Strange Top1,45.79075159,2
LPL UZI4everGod,32.15988834,1
TheBradDad,49.76073716,4
